,Label,Time
2662,truck,0.0159
2663,truck,0.0159
2664,car,0.015
2665,truck,0.0163
2666,ship,0.0151
2667,deer,0.0148
2668,horse,0.0152
2669,plane,0.014
2670,dog,0.0147
2671,truck,0.0142
2672,truck,0.0137
2673,dog,0.0144
2674,deer,0.0161
2675,truck,0.014
2676,dog,0.0155
2677,bird,0.0142
2678,frog,0.0164
2679,horse,0.0143
2680,truck,0.0149
2681,frog,0.0142
2682,truck,0.0137
2683,frog,0.0134
2684,truck,0.0135
2685,truck,0.0159
2686,deer,0.016
2687,ship,0.0146
2688,frog,0.0151
2689,deer,0.0143
2690,car,0.0148
2691,horse,0.0139
2692,car,0.0161
2693,frog,0.0136
2694,truck,0.016
2695,truck,0.0153
2696,horse,0.0154
2697,truck,0.0143
2698,truck,0.0132
2699,truck,0.0154
2700,frog,0.0137
2701,truck,0.0145
2702,truck,0.0135
2703,deer,0.0137
2704,truck,0.0156
2705,truck,0.0135
2706,frog,0.0134
2707,deer,0.0149
2708,horse,0.0152
2709,truck,0.0135
2710,plane,0.014
2711,frog,0.0146
2712,truck,0.0133
2713,truck,0.0128
2714,frog,0.0156
2715,deer,0.0135
2716,truck,0.0159
2717,deer,0.0144
2718,deer,0.0135
2719,truck,0.0149
2720,dog,0.0155
2721,car,0.0136
2722,frog,0.0134
2723,ship,0.0141
2724,dog,0.0138
2725,truck,0.0132
2726,frog,0.0145
2727,ship,0.0141
2728,car,0.0138
2729,dog,0.0154
2730,truck,0.0133
2731,frog,0.0149
2732,dog,0.0157
2733,car,0.0158
2734,horse,0.0145
2735,car,0.0164
2736,frog,0.0139
2737,frog,0.0159
2738,horse,0.0158
2739,horse,0.0153
2740,horse,0.0141
2741,truck,0.0132
2742,bird,0.0144
2743,dog,0.0139
2744,horse,0.0129
2745,dog,0.0152
2746,dog,0.0153
2747,truck,0.0158
2748,horse,0.0136
2749,deer,0.014
2750,horse,0.0134
2751,dog,0.0167
2752,bird,0.013
2753,plane,0.014
2754,dog,0.0137
2755,frog,0.0146
2756,truck,0.0135
2757,deer,0.0154
2758,cat,0.014
2759,plane,0.0151
2760,dog,0.0145
2761,deer,0.0148
2762,truck,0.0151
2763,dog,0.0145
2764,truck,0.0148
2765,plane,0.014
2766,deer,0.0132
2767,frog,0.0132
2768,car,0.0141
2769,dog,0.0158
2770,plane,0.0138
2771,truck,0.0139
2772,truck,0.0139
2773,truck,0.0145
2774,plane,0.0142
2775,truck,0.0135
2776,truck,0.0145
2777,horse,0.0145
2778,deer,0.0137
2779,truck,0.0146
2780,truck,0.0142
2781,truck,0.0138
2782,truck,0.0144
2783,truck,0.0158
2784,horse,0.0138
2785,plane,0.0142
2786,frog,0.0136
2787,truck,0.0154
2788,deer,0.0138
2789,truck,0.0146
2790,frog,0.0157
2791,horse,0.0146
2792,deer,0.0155
2793,plane,0.0141
2794,horse,0.0135
2795,truck,0.0153
2796,car,0.0152
2797,truck,0.0147
2798,dog,0.0161
2799,dog,0.0139
2800,deer,0.0135
2801,deer,0.0138
2802,plane,0.0144
2803,truck,0.0141
2804,truck,0.0158
2805,truck,0.0137
2806,horse,0.0139
2807,frog,0.0157
2808,dog,0.0138
2809,horse,0.014
2810,truck,0.0141
2811,deer,0.0156
2812,dog,0.0134
2813,truck,0.0142
2814,deer,0.0135
2815,dog,0.0141
2816,frog,0.0141
2817,truck,0.0137
2818,plane,0.0133
2819,dog,0.0142
2820,ship,0.0142
2821,truck,0.0136
2822,car,0.0131
2823,deer,0.0142
2824,deer,0.0146
2825,car,0.0137
2826,plane,0.0146
2827,car,0.0169
2828,car,0.0148
2829,deer,0.0154
2830,truck,0.0146
2831,plane,0.0162
2832,truck,0.0151
2833,dog,0.0157
2834,dog,0.0163
2835,bird,0.015
2836,car,0.0152
2837,truck,0.0153
2838,plane,0.0167
2839,truck,0.0146
2840,plane,0.0145
2841,dog,0.015
2842,truck,0.0161
2843,truck,0.0152
2844,truck,0.0157
2845,truck,0.0162
2846,dog,0.0146
2847,dog,0.0143
2848,truck,0.0151
2849,truck,0.0142
2850,deer,0.0145
2851,truck,0.0145
2852,dog,0.0155
2853,car,0.0142
2854,horse,0.0159
2855,horse,0.0144
2856,dog,0.0154
2857,bird,0.0154
2858,truck,0.0142
2859,horse,0.0141
2860,truck,0.014
2861,truck,0.0146
2862,plane,0.0143
2863,truck,0.0142
2864,horse,0.0158
2865,plane,0.0161
2866,deer,0.014
2867,truck,0.0144
2868,plane,0.0158
2869,truck,0.0144
2870,horse,0.0146
2871,truck,0.0138
2872,plane,0.0142
2873,horse,0.0145
2874,horse,0.0133
2875,dog,0.0159
2876,truck,0.0159
2877,horse,0.0141
2878,frog,0.0146
2879,deer,0.0142
2880,frog,0.0159
2881,plane,0.0157
2882,truck,0.0133
2883,horse,0.0137
2884,deer,0.0135
2885,plane,0.0146
2886,truck,0.0157
2887,plane,0.015
2888,dog,0.0141
2889,truck,0.0138
2890,deer,0.0141
2891,horse,0.0159
2892,dog,0.0159
2893,truck,0.0145
2894,truck,0.0138
2895,deer,0.0155
2896,horse,0.0147
2897,truck,0.0151
2898,frog,0.0142
2899,truck,0.0151
2900,truck,0.0153
2901,truck,0.015
2902,dog,0.0142
2903,deer,0.014
2904,truck,0.0139
2905,car,0.014
2906,horse,0.0146
2907,frog,0.0143
2908,truck,0.0142
2909,deer,0.0141
2910,frog,0.0156
2911,dog,0.0142
2912,deer,0.0146
2913,truck,0.0134
2914,plane,0.0152
2915,frog,0.0152
2916,horse,0.0143
2917,truck,0.0141
2918,truck,0.0143
2919,deer,0.0143
2920,ship,0.0161
2921,deer,0.0144
2922,deer,0.0149
2923,ship,0.015
2924,horse,0.0134
2925,horse,0.0154
2926,truck,0.014
2927,deer,0.0141
2928,car,0.014
2929,deer,0.0154
2930,frog,0.0156
2931,truck,0.0153
2932,frog,0.0151
2933,bird,0.0148
2934,ship,0.0163
2935,frog,0.0144
2936,truck,0.0145
2937,truck,0.0155
2938,truck,0.014
2939,truck,0.0152
2940,ship,0.0148
2941,truck,0.0141
2942,plane,0.0146
2943,truck,0.0153
2944,frog,0.0145
2945,dog,0.0136
2946,truck,0.0141
2947,plane,0.0146
2948,dog,0.0141
2949,plane,0.0152
2950,bird,0.015
2951,frog,0.014
2952,truck,0.0142
2953,car,0.0147
2954,car,0.015
2955,ship,0.0158
2956,truck,0.0156
2957,frog,0.0134
2958,truck,0.014
2959,truck,0.0156
2960,plane,0.0147
2961,frog,0.0137
2962,deer,0.0158
2963,truck,0.0156
2964,horse,0.015
2965,plane,0.014
2966,dog,0.015
2967,truck,0.0136
2968,truck,0.0141
2969,car,0.0147
2970,car,0.0141
2971,frog,0.0156
2972,dog,0.0153
2973,truck,0.0141
2974,truck,0.0159
2975,truck,0.013
2976,plane,0.0142
2977,plane,0.016
2978,truck,0.0147
2979,horse,0.0139
2980,car,0.0135
2981,truck,0.0158
2982,deer,0.0142
2983,frog,0.0156
2984,truck,0.0146
2985,ship,0.0139
2986,plane,0.0135
2987,horse,0.0159
2988,cat,0.015
2989,car,0.015
2990,plane,0.0149
2991,horse,0.0142
2992,dog,0.0155
2993,truck,0.0151
2994,plane,0.0135
2995,ship,0.0155
2996,dog,0.0163
2997,truck,0.0152
2998,car,0.0139
2999,truck,0.0139
3000,deer,0.0139
3001,frog,0.0133
3002,truck,0.0142
3003,plane,0.016
3004,car,0.0145
3005,car,0.0136
3006,car,0.0138
3007,truck,0.0147
3008,truck,0.0145
3009,deer,0.0134
3010,bird,0.0148
3011,car,0.0148
3012,horse,0.0149
3013,truck,0.0164
3014,car,0.0161
3015,truck,0.0138
3016,deer,0.0143
3017,frog,0.0148
3018,truck,0.0142
3019,cat,0.0132
3020,truck,0.0153
3021,truck,0.0156
3022,truck,0.0148
3023,ship,0.0153
3024,horse,0.0138
3025,frog,0.0146
3026,deer,0.0132
3027,dog,0.0137
3028,truck,0.0148
3029,truck,0.0149
3030,horse,0.0147
3031,truck,0.0146
3032,frog,0.0138
3033,bird,0.0155
3034,plane,0.0131
3035,horse,0.0144
3036,deer,0.0156
3037,car,0.0139
3038,truck,0.0149
3039,deer,0.0153
3040,frog,0.0146
3041,deer,0.014
3042,dog,0.0159
3043,truck,0.0138
3044,deer,0.0147
3045,plane,0.0156
3046,truck,0.014
3047,truck,0.0145
3048,truck,0.014
3049,truck,0.0142
3050,truck,0.0144
3051,truck,0.0134
3052,frog,0.0144
3053,plane,0.0141
3054,plane,0.0135
3055,frog,0.0158
3056,truck,0.014
3057,plane,0.0158
3058,frog,0.0139
3059,car,0.014
3060,truck,0.0132
3061,truck,0.0129
3062,truck,0.014
3063,deer,0.0136
3064,frog,0.0155
3065,truck,0.0136
3066,ship,0.0138
3067,truck,0.0137
3068,dog,0.0151
3069,dog,0.0153
3070,dog,0.0136
3071,deer,0.0158
3072,truck,0.0134
3073,deer,0.0131
3074,frog,0.0137
3075,plane,0.0158
3076,frog,0.0138
3077,truck,0.0133
3078,plane,0.0142
3079,plane,0.0152
3080,horse,0.0155
3081,car,0.0135
3082,truck,0.0138
3083,truck,0.0146
3084,plane,0.0139
3085,truck,0.0156
3086,frog,0.0143
3087,ship,0.0137
3088,frog,0.0156
3089,ship,0.015
3090,car,0.0139
3091,truck,0.0141
3092,plane,0.0144
3093,car,0.0155
3094,plane,0.0142
3095,deer,0.0157
3096,truck,0.0159
3097,deer,0.0131
3098,dog,0.0142
3099,bird,0.0146
3100,truck,0.013
3101,deer,0.0156
3102,truck,0.0156
3103,plane,0.0147
3104,horse,0.0136
3105,deer,0.0154
3106,dog,0.014
3107,plane,0.0145
3108,ship,0.0137
3109,truck,0.0139
3110,deer,0.016
3111,truck,0.0147
3112,frog,0.0143
3113,car,0.0133
3114,truck,0.014
3115,dog,0.0137
3116,truck,0.0145
3117,dog,0.0152
3118,bird,0.0144
3119,horse,0.0151
3120,horse,0.0137
3121,frog,0.0141
3122,dog,0.0139
3123,plane,0.014
3124,car,0.0154
3125,truck,0.0145
3126,car,0.0138
3127,cat,0.0158
3128,frog,0.0157
3129,truck,0.0147
3130,plane,0.0153
3131,horse,0.0136
3132,truck,0.0156
3133,plane,0.0134
3134,plane,0.0135
3135,truck,0.0143
3136,frog,0.0147
3137,truck,0.0137
3138,dog,0.0143
3139,truck,0.0137
3140,truck,0.0134
3141,truck,0.0137
3142,frog,0.0157
3143,deer,0.0165
3144,plane,0.0155
3145,bird,0.0137
3146,truck,0.0131
3147,truck,0.0134
3148,frog,0.0161
3149,deer,0.0136
3150,frog,0.0156
3151,plane,0.0137
3152,frog,0.0141
3153,horse,0.0146
3154,horse,0.0142
3155,plane,0.0144
3156,car,0.0142
3157,horse,0.0139
3158,truck,0.0157
3159,horse,0.0159
3160,plane,0.0156
3161,truck,0.0147
3162,car,0.0152
3163,ship,0.0147
3164,deer,0.0141
3165,deer,0.0145
3166,dog,0.0152
3167,plane,0.0148
3168,truck,0.0144
3169,deer,0.0145
3170,ship,0.0136
3171,deer,0.0142
3172,dog,0.0139
3173,truck,0.0133
3174,deer,0.0138
3175,cat,0.014
3176,plane,0.0152
3177,horse,0.0152
3178,deer,0.014
3179,frog,0.0151
3180,car,0.0154
3181,plane,0.0142
3182,horse,0.0129
3183,truck,0.015
3184,truck,0.0141
3185,dog,0.0146
3186,plane,0.0142
3187,deer,0.0152
3188,frog,0.015
3189,truck,0.0142
3190,horse,0.0154
3191,truck,0.0151
3192,truck,0.0159
3193,truck,0.016
3194,truck,0.0146
3195,frog,0.0146
3196,deer,0.0146
3197,truck,0.0138
3198,frog,0.0158
3199,plane,0.0147
3200,frog,0.0151
3201,dog,0.0161
3202,plane,0.0141
3203,truck,0.0149
3204,truck,0.014
3205,frog,0.0155
3206,dog,0.0135
3207,deer,0.0131
3208,frog,0.014
3209,frog,0.0158
3210,truck,0.0158
3211,deer,0.0141
3212,truck,0.0136
3213,car,0.0137
3214,truck,0.015
3215,frog,0.0143
3216,frog,0.0131
3217,frog,0.0138
3218,plane,0.0155
3219,plane,0.0152
3220,horse,0.0149
3221,truck,0.0139
3222,truck,0.0152
3223,dog,0.0133
3224,truck,0.0154
3225,deer,0.0135
3226,horse,0.0154
3227,plane,0.0154
3228,plane,0.0138
3229,car,0.0162
3230,truck,0.0146
3231,plane,0.0139
3232,deer,0.0132
3233,frog,0.0145
3234,truck,0.0147
3235,truck,0.0154
3236,truck,0.0152
3237,horse,0.0147
3238,horse,0.0161
3239,dog,0.0157
3240,truck,0.0138
3241,truck,0.0161
3242,horse,0.0142
3243,car,0.0136
3244,dog,0.0137
3245,car,0.0153
3246,horse,0.0137
3247,truck,0.0138
3248,ship,0.0133
3249,truck,0.0137
3250,deer,0.0139
3251,frog,0.0143
3252,dog,0.0136
3253,plane,0.0153
3254,frog,0.0139
3255,deer,0.0144
3256,truck,0.0144
3257,horse,0.014
3258,deer,0.0152
3259,truck,0.0133
3260,plane,0.0156
3261,car,0.0139
3262,plane,0.0151
3263,truck,0.0146
3264,truck,0.0146
3265,deer,0.0139
3266,dog,0.0145
3267,cat,0.015
3268,dog,0.0142
3269,deer,0.0154
3270,truck,0.0154
3271,frog,0.0147
3272,car,0.0149
3273,plane,0.0148
3274,ship,0.0143
3275,frog,0.0136
3276,plane,0.0159
3277,car,0.0136
3278,frog,0.0146
3279,deer,0.014
3280,truck,0.0136
3281,frog,0.0141
3282,car,0.0139
3283,deer,0.0155
3284,frog,0.0141
3285,horse,0.0141
3286,car,0.0155
3287,truck,0.0142
3288,bird,0.0155
3289,frog,0.0149
3290,horse,0.0138
3291,truck,0.0148
3292,truck,0.014
3293,truck,0.0134
3294,truck,0.0164
3295,truck,0.0137
3296,truck,0.0157
3297,plane,0.0133
3298,truck,0.014
3299,ship,0.0151
3300,plane,0.0137
3301,horse,0.0153
3302,frog,0.0135
3303,truck,0.0133
3304,truck,0.0139
3305,deer,0.0165
3306,frog,0.0149
3307,truck,0.0143
3308,frog,0.014
3309,deer,0.0145
3310,truck,0.0143
3311,horse,0.0148
3312,dog,0.0141
3313,truck,0.0141
3314,car,0.014
3315,truck,0.0145
3316,plane,0.0138
3317,plane,0.0134
3318,dog,0.0148
3319,horse,0.0157
3320,truck,0.0141
3321,frog,0.0138
3322,frog,0.0136
3323,horse,0.0145
3324,truck,0.0149
3325,horse,0.0156
3326,deer,0.0138
3327,car,0.0135
3328,horse,0.0135
3329,deer,0.0138
3330,plane,0.0137
3331,plane,0.0143
3332,deer,0.014
3333,truck,0.0134
3334,car,0.0144
3335,truck,0.015
3336,truck,0.0163
3337,horse,0.0136
3338,truck,0.0146
3339,dog,0.0146
3340,plane,0.0151
3341,truck,0.0152
3342,truck,0.014
3343,truck,0.0157
3344,truck,0.014
3345,horse,0.0142
3346,horse,0.0162
3347,plane,0.0137
3348,ship,0.0159
3349,frog,0.0133
3350,truck,0.0155
3351,dog,0.0134
3352,truck,0.0143
3353,truck,0.0158
3354,plane,0.0145
3355,truck,0.0153
3356,truck,0.0165
3357,plane,0.0162
3358,plane,0.0145
3359,plane,0.0161
3360,frog,0.0146
3361,truck,0.0138
3362,deer,0.0144
3363,frog,0.0145
3364,ship,0.0139
3365,plane,0.0148
3366,truck,0.014
3367,plane,0.0149
3368,deer,0.0142
3369,car,0.015
3370,truck,0.0137
3371,horse,0.0155
3372,truck,0.0141
3373,frog,0.0134
3374,horse,0.014
3375,truck,0.014
3376,horse,0.0155
3377,truck,0.0151
3378,plane,0.0143
3379,plane,0.0151
3380,dog,0.0136
3381,frog,0.0146
3382,deer,0.0143
3383,truck,0.0137
3384,deer,0.0149
3385,plane,0.0137
3386,truck,0.0146
3387,frog,0.0147
3388,plane,0.0159
3389,truck,0.0152
3390,frog,0.0156
3391,plane,0.0158
3392,ship,0.0151
3393,deer,0.0154
3394,truck,0.0146
3395,horse,0.0131
3396,plane,0.0139
3397,truck,0.0155
3398,dog,0.0138
3399,plane,0.0138
3400,car,0.0144
3401,plane,0.0164
3402,car,0.0151
3403,dog,0.0148
3404,truck,0.0148
3405,frog,0.0154
3406,deer,0.0143
3407,truck,0.0144
3408,deer,0.0141
3409,plane,0.0162
3410,car,0.0172
3411,car,0.016
3412,deer,0.0153
3413,plane,0.0165
3414,dog,0.0148
3415,dog,0.0155
3416,truck,0.017
3417,frog,0.0165
3418,truck,0.0149
3419,plane,0.0156
3420,ship,0.0166
3421,dog,0.0151
3422,plane,0.0151
3423,truck,0.0171
3424,truck,0.0151
3425,car,0.0151
3426,horse,0.0151
3427,truck,0.0151
3428,plane,0.016
3429,truck,0.0159
3430,car,0.0151
3431,cat,0.0154
3432,car,0.0167
3433,truck,0.015
3434,horse,0.0156
3435,truck,0.0154
3436,ship,0.0168
3437,horse,0.0151
3438,car,0.0153
3439,truck,0.0165
3440,plane,0.0169
3441,bird,0.0167
3442,frog,0.0163
3443,deer,0.0148
3444,ship,0.0171
3445,plane,0.0159
3446,truck,0.0139
3447,truck,0.0147
3448,dog,0.0157
3449,truck,0.0139
3450,plane,0.0164
3451,frog,0.0172
3452,truck,0.0149
3453,bird,0.0173
3454,truck,0.0145
3455,frog,0.015
3456,deer,0.0162
3457,plane,0.0162
3458,plane,0.0147
3459,truck,0.014
3460,deer,0.016
3461,cat,0.0165
3462,truck,0.0168
3463,deer,0.0168
3464,deer,0.0154
3465,plane,0.0141
3466,horse,0.0151
3467,horse,0.0142
3468,bird,0.016
3469,car,0.0164
3470,plane,0.0151
3471,plane,0.0163
3472,cat,0.0153
3473,cat,0.0148
3474,car,0.0163
3475,deer,0.0151
3476,car,0.0165
3477,horse,0.016
3478,deer,0.0153
3479,bird,0.0151
3480,plane,0.0151
3481,car,0.0145
3482,plane,0.0153
3483,deer,0.0163
3484,truck,0.0145
3485,frog,0.017
3486,deer,0.0143
3487,bird,0.015
3488,truck,0.0151
3489,truck,0.0145
3490,deer,0.0154
3491,truck,0.0156
3492,truck,0.0163
3493,plane,0.0145
3494,plane,0.015
3495,plane,0.0157
3496,car,0.0144
3497,truck,0.015
3498,deer,0.0151
3499,car,0.0143
3500,deer,0.0147
3501,plane,0.0147
3502,bird,0.0162
3503,ship,0.015
3504,bird,0.0166
3505,horse,0.0153
3506,truck,0.0143
3507,truck,0.0147
3508,plane,0.0148
3509,truck,0.0148
3510,plane,0.0145
3511,horse,0.0157
3512,truck,0.0153
3513,plane,0.0147
3514,frog,0.0162
3515,plane,0.0145
3516,ship,0.0149
3517,ship,0.0161
3518,frog,0.0163
3519,dog,0.0149
3520,plane,0.0166
3521,dog,0.0163
3522,car,0.0167
3523,truck,0.0145
3524,ship,0.0161
3525,bird,0.0134
3526,truck,0.0145
3527,truck,0.0157
3528,deer,0.0143
3529,dog,0.0153
3530,car,0.0161
3531,truck,0.0147
3532,deer,0.0152
3533,deer,0.0156
3534,truck,0.0154
3535,bird,0.0148
3536,ship,0.0144
3537,deer,0.0156
3538,car,0.014
3539,car,0.0143
3540,cat,0.0154
3541,frog,0.0141
3542,plane,0.0143
3543,frog,0.016
3544,car,0.0143
3545,car,0.0162
3546,deer,0.0157
3547,deer,0.0152
3548,deer,0.0138
3549,deer,0.0143
3550,truck,0.0143
3551,plane,0.0166
3552,truck,0.0162
3553,deer,0.0154
3554,truck,0.0163
3555,dog,0.0151
3556,truck,0.0165
3557,deer,0.0147
3558,bird,0.0142
3559,ship,0.0169
3560,truck,0.0151
3561,dog,0.0171
3562,deer,0.0151
3563,truck,0.0165
3564,frog,0.0153
3565,deer,0.0174
3566,truck,0.0161
3567,deer,0.0169
3568,truck,0.015
3569,truck,0.0152
3570,truck,0.0156
3571,horse,0.0142
3572,plane,0.0143
3573,cat,0.0159
3574,plane,0.0145
3575,truck,0.014
3576,horse,0.0146
3577,truck,0.0169
3578,car,0.0157
3579,deer,0.0143
3580,frog,0.0156
3581,truck,0.0136
3582,dog,0.0145
3583,car,0.0144
3584,horse,0.016
3585,plane,0.0145
3586,plane,0.0145
3587,dog,0.0146
3588,plane,0.0147
3589,frog,0.014
3590,plane,0.0143
3591,bird,0.0172
3592,ship,0.0139
3593,car,0.0146
3594,deer,0.0141
3595,deer,0.0138
3596,truck,0.0151
3597,plane,0.0138
3598,truck,0.0164
3599,car,0.0143
3600,car,0.0147
3601,plane,0.014
3602,plane,0.014
3603,car,0.0141
3604,horse,0.0163
3605,plane,0.0145
3606,truck,0.0164
3607,ship,0.0174
3608,plane,0.0148
3609,plane,0.0155
3610,bird,0.0163
3611,horse,0.0146
3612,deer,0.0134
3613,plane,0.0156
3614,bird,0.0143
3615,horse,0.0144
3616,frog,0.014
3617,deer,0.0159
3618,truck,0.0143
3619,plane,0.0163
3620,horse,0.0149
3621,truck,0.0151
3622,plane,0.0138
3623,car,0.0147
3624,truck,0.0148
3625,truck,0.0165
3626,plane,0.0143
3627,truck,0.0151
3628,truck,0.0145
3629,truck,0.0141
3630,car,0.0136
3631,deer,0.0155
3632,truck,0.0144
3633,truck,0.0163
3634,dog,0.0138
3635,ship,0.0156
3636,plane,0.0141
3637,plane,0.014
3638,plane,0.0148
3639,ship,0.0174
3640,deer,0.0146
3641,plane,0.0148
3642,frog,0.0136
3643,horse,0.0142
3644,horse,0.0155
3645,deer,0.0148
3646,car,0.0145
3647,bird,0.0143
3648,plane,0.0151
3649,car,0.0141
3650,ship,0.0164
3651,truck,0.0156
3652,deer,0.0149
3653,dog,0.0163
3654,deer,0.0161
3655,dog,0.0156
3656,truck,0.0159
3657,deer,0.0161
3658,truck,0.016
3659,frog,0.0151
3660,car,0.0148
3661,truck,0.0152
3662,truck,0.0138
3663,plane,0.0142
3664,truck,0.015
3665,truck,0.0146
3666,ship,0.0147
3667,truck,0.0166
3668,deer,0.0149
3669,plane,0.0143
3670,frog,0.0148
3671,dog,0.015
3672,bird,0.0164
3673,deer,0.0151
3674,plane,0.0146
3675,frog,0.0149
3676,deer,0.0152
3677,ship,0.0155
3678,plane,0.0147
3679,horse,0.0145
3680,truck,0.0158
3681,truck,0.0144
3682,truck,0.0146
3683,plane,0.014
3684,ship,0.0142
3685,dog,0.0137
3686,bird,0.0144
3687,truck,0.0142
3688,car,0.0141
3689,horse,0.0139
3690,deer,0.0154
3691,truck,0.0141
3692,dog,0.0141
3693,deer,0.0142
3694,horse,0.0145
3695,plane,0.0162
3696,ship,0.0147
3697,dog,0.0145
3698,horse,0.0149
3699,deer,0.0148
3700,frog,0.0155
3701,plane,0.0149
3702,deer,0.0164
3703,truck,0.0148
3704,deer,0.0163
3705,horse,0.0146
3706,car,0.015
3707,plane,0.0147
3708,deer,0.0155
3709,dog,0.0163
3710,dog,0.0151
3711,truck,0.0157
3712,plane,0.0174
3713,truck,0.0158
3714,deer,0.0167
3715,car,0.0167
3716,plane,0.0157
3717,bird,0.0161
3718,frog,0.0151
3719,deer,0.0158
3720,truck,0.0147
3721,car,0.0174
3722,plane,0.0157
3723,bird,0.0156
3724,frog,0.0149
3725,deer,0.0154
3726,plane,0.0148
3727,plane,0.0153
3728,horse,0.0164
3729,deer,0.0165
3730,car,0.0151
3731,deer,0.0151
3732,bird,0.0156
3733,horse,0.0153
3734,deer,0.0146
3735,plane,0.0155
3736,frog,0.0165
3737,truck,0.0151
3738,truck,0.0151
3739,frog,0.0161
3740,deer,0.0146
3741,plane,0.0163
3742,truck,0.0164
3743,car,0.0142
3744,deer,0.0158
3745,plane,0.0146
3746,ship,0.0168
3747,dog,0.014
3748,car,0.0158
3749,plane,0.0146
3750,truck,0.015
3751,horse,0.0147
3752,car,0.0145
3753,frog,0.0144
3754,plane,0.0142
3755,deer,0.0142
3756,plane,0.0162
3757,car,0.0143
3758,horse,0.0151
3759,car,0.0155
3760,truck,0.0153
3761,deer,0.0164
3762,horse,0.0149
3763,car,0.0139
3764,truck,0.0158
3765,truck,0.0152
3766,plane,0.0143
3767,car,0.0155
3768,deer,0.0156
3769,deer,0.0142
3770,bird,0.0149
3771,bird,0.0148
3772,deer,0.015
3773,plane,0.0156
3774,dog,0.0143
3775,ship,0.0159
3776,truck,0.0165
3777,ship,0.0142
3778,plane,0.0145
3779,dog,0.0151
3780,frog,0.0153
3781,car,0.0141
3782,deer,0.0163
3783,dog,0.0141
3784,plane,0.0156
3785,horse,0.0159
3786,plane,0.0145
3787,plane,0.0139
3788,truck,0.0137
3789,cat,0.0149
3790,car,0.0169
3791,truck,0.0146
3792,car,0.0146
3793,truck,0.0152
3794,car,0.0158
3795,frog,0.0149
3796,truck,0.0147
3797,plane,0.0148
3798,ship,0.0143
3799,ship,0.0167
3800,plane,0.0158
3801,truck,0.0148
3802,bird,0.0145
3803,car,0.0147
3804,plane,0.0155
3805,truck,0.0143
3806,plane,0.0153
3807,truck,0.0145
3808,horse,0.0154
3809,ship,0.0169
3810,bird,0.0166
3811,car,0.014
3812,ship,0.0151
3813,ship,0.0152
3814,deer,0.0146
3815,plane,0.0148
3816,cat,0.0143
3817,dog,0.0173
3818,deer,0.0151
3819,truck,0.0166
3820,deer,0.0145
3821,deer,0.0158
3822,frog,0.0142
3823,truck,0.0151
3824,deer,0.0146
3825,dog,0.0161
3826,truck,0.0144
3827,deer,0.0142
3828,deer,0.0145
3829,truck,0.0158
3830,truck,0.015
3831,car,0.0142
3832,frog,0.0149
3833,cat,0.0167
3834,bird,0.0148
3835,dog,0.0152
3836,cat,0.0172
3837,deer,0.016
3838,truck,0.0151
3839,deer,0.0174
3840,bird,0.0146
3841,deer,0.0156
3842,plane,0.0162
3843,truck,0.0151
3844,bird,0.015
3845,car,0.0164
3846,plane,0.0146
3847,car,0.0153
3848,bird,0.0145
3849,truck,0.0158
3850,car,0.0148
3851,dog,0.0139
3852,truck,0.016
3853,truck,0.0142
3854,truck,0.014
3855,truck,0.0153
3856,cat,0.0133
3857,horse,0.0161
3858,cat,0.0138
3859,plane,0.0137
3860,dog,0.0147
3861,truck,0.0147
3862,car,0.0159
3863,plane,0.0163
3864,horse,0.0146
3865,deer,0.0145
3866,car,0.0165
3867,deer,0.0142
3868,dog,0.0143
3869,deer,0.0142
3870,plane,0.0164
3871,truck,0.0155
3872,bird,0.0154
3873,car,0.0157
3874,horse,0.0163
3875,car,0.0144
3876,plane,0.0141
3877,truck,0.0151
3878,truck,0.0138
3879,truck,0.0169
3880,car,0.0158
3881,truck,0.0151
3882,frog,0.0151
3883,horse,0.0152
3884,truck,0.015
3885,ship,0.0148
3886,car,0.0148
3887,deer,0.0145
3888,truck,0.0142
3889,deer,0.0165
3890,bird,0.0146
3891,horse,0.015
3892,deer,0.0147
3893,frog,0.0142
3894,deer,0.0144
3895,frog,0.0141
3896,deer,0.0147
3897,plane,0.0151
3898,car,0.0145
3899,horse,0.0146
3900,plane,0.0155
3901,ship,0.015
3902,car,0.015
3903,truck,0.0145
3904,plane,0.0149
3905,truck,0.0163
3906,deer,0.0144
3907,frog,0.0142
3908,truck,0.0149
3909,plane,0.0164
3910,dog,0.0143
3911,plane,0.0167
3912,truck,0.0146
3913,truck,0.0146
3914,frog,0.0157
3915,frog,0.0147
3916,frog,0.0144
3917,frog,0.0145
3918,frog,0.0167
3919,cat,0.0164
3920,frog,0.0159
3921,horse,0.0137
3922,ship,0.015
3923,horse,0.0146
3924,truck,0.0151
3925,car,0.0151
3926,dog,0.0154
3927,cat,0.0161
3928,horse,0.0147
3929,deer,0.0138
3930,deer,0.0158
3931,plane,0.0144
3932,truck,0.0148
3933,car,0.0153
3934,frog,0.0163
3935,plane,0.014
3936,bird,0.0139
3937,dog,0.0161
3938,ship,0.0165
3939,deer,0.0164
3940,deer,0.0163
3941,frog,0.0144
3942,plane,0.0165
3943,truck,0.0142
3944,plane,0.0149
3945,car,0.0149
3946,bird,0.0146
3947,car,0.0139
3948,car,0.0158
3949,deer,0.014
3950,dog,0.0145
3951,deer,0.0157
3952,car,0.016
3953,plane,0.0144
3954,truck,0.0148
